,Category,Code,,Case,Text,Coder,Date,Words,% Words,Comment,Variable
,respuestas,ayuda damnificados,," Hidratación y alimentación, fundamentales para sobrevivir ola de calor - ECOS UY","La ola de calor se mantendrá hasta el viernes y las altas temperaturas, que llegaron a los 34 grados en el norte y a los 31 en el sur, hicieron que los servicios públicos tuvieron sus picos de actividad.",Admin,26/4/2020,39,"13,70%",,DOCUMENT
,eventos meteorológicos,ola de calor,," Hidratación y alimentación, fundamentales para sobrevivir ola de calor - ECOS UY","La ola de calor se mantendrá hasta el viernes y las altas temperaturas, que llegaron a los 34 grados en el norte y a los 31 en el sur, hicieron que los servicios públicos tuvieron sus picos de actividad.",Admin,26/4/2020,39,"13,70%",,DOCUMENT
,eventos meteorológicos,viento,, Inumet sobre ciclo extratropical_ “Lo más fuerte ya pasó” - ECOS UY,"La meteoróloga explicó que las imágenes satelitales mostraron que el ciclón extratropical comenzó a formarse en la pasada jornada en la zona oceánica frente al litoral oeste de la provincia de Buenos Aires en Argentina. En la mañana de este miércoles las rachas de viento comenzaron a tener contacto con el territorio uruguayo, pero un estancamiento del mismo hizo que su llegada se demorara.",Admin,26/4/2020,64,"24,80%",,DOCUMENT
,respuestas,ayuda damnificados,, Mayoría de intendencias no reciben donaciones porque no se necesitan - ECOS UY,"El gran número de desplazados debido a las inundaciones en distintos departamentos del país ha despertado la generosidad de los uruguayos. Sin embargo, desde el gobierno se mencionó que no todas son necesarias y la mayoría de las intendencias no las están recepcionando.",Admin,26/4/2020,43,"19,40%",,DOCUMENT
,respuestas,ayuda damnificados,, Mayoría de intendencias no reciben donaciones porque no se necesitan - ECOS UY,"Traversa, director del Sistema Nacional de Emergencias (Sinae) al ser consultado por este tema. Comida, abrigo, higiene y vivienda son los aspectos que cubre el gobierno nacional para las personas afectadas en este tipo de situaciones.",Admin,26/4/2020,36,"16,20%",,DOCUMENT
,eventos meteorológicos,ola de calor,, Ola de calor con máximas entre 33 y 37 grados - ECOS UY,Ola de calor con máximas entre 33 y 37 grados - ECOS UY con sensaciones térmicas superiores.,Admin,26/4/2020,16,"9,50%",,DOCUMENT
,Actores,Ejército,, Realidad de quienes deben abandonar sus casas por las inundaciones - ECOS UY,"Durazno es el departamento más afectado por las inundaciones, de los 1.271 desplazados, 611 han sido evacuados. En Las Higueras, las familias se encuentran en carpas del Ejército, hay 28 niños y adolescentes, una de las jóvenes que todavía no cumplió los 18 está embarazada. Adentro, en el gimnasio, están todas las pertenencias que pudieron sacar de sus casas.",Admin,26/4/2020,60,"21,70%",,DOCUMENT
,efectos,evacuados,, Realidad de quienes deben abandonar sus casas por las inundaciones - ECOS UY,"Durazno es el departamento más afectado por las inundaciones, de los 1.271 desplazados, 611 han sido evacuados. En Las Higueras, las familias se encuentran en carpas del Ejército, hay 28 niños y adolescentes, una de las jóvenes que todavía no cumplió los 18 está embarazada. Adentro, en el gimnasio, están todas las pertenencias que pudieron sacar de sus casas",Admin,26/4/2020,60,"21,70%",,DOCUMENT
,efectos,inundación,, Realidad de quienes deben abandonar sus casas por las inundaciones - ECOS UY,"Durazno es el departamento más afectado por las inundaciones, de los 1.271 desplazados, 611 han sido evacuados. En Las Higueras, las familias se encuentran en carpas del Ejército, hay 28 niños y adolescentes, una de las jóvenes que todavía no cumplió los 18 está embarazada. Adentro, en el gimnasio, están todas las pertenencias que pudieron sacar de sus casas.",Admin,26/4/2020,60,"21,70%",,DOCUMENT
,respuestas,ayuda damnificados,, Realidad de quienes deben abandonar sus casas por las inundaciones - ECOS UY,"Durazno es el departamento más afectado por las inundaciones, de los 1.271 desplazados, 611 han sido evacuados. En Las Higueras, las familias se encuentran en carpas del Ejército, hay 28 niños y adolescentes, una de las jóvenes que todavía no cumplió los 18 está embarazada. Adentro, en el gimnasio, están todas las pertenencias que pudieron sacar de sus casas.",Admin,26/4/2020,60,"21,70%",,DOCUMENT
,eventos meteorológicos,lluvia,, Rocha registró en enero récord histórico de lluvias para ese mes - ECOS UY,Intendencia de Rocha,Admin,26/4/2020,3,"1,10%",,DOCUMENT
,efectos,inundación,, Salto fue el departamento más afectado por las fuertes lluvias - ECOS UY,"Este viernes, además se registraron situaciones de emergencia en dos localidades rurales, Saucedo y Palomas. Sin embargo, afortunadamente actualmente no hay desplazados, únicamente se registraron afectaciones menores en todos los casos. Solo dos familias debieron abandonar sus hogares, pero ya retornaron, señaló el coordinador.",Admin,26/4/2020,44,"19,20%",,DOCUMENT
,eventos meteorológicos,lluvia,, Salto fue el departamento más afectado por las fuertes lluvias - ECOS UY,"Este viernes, además se registraron situaciones de emergencia en dos localidades rurales, Saucedo y Palomas. Sin embargo, afortunadamente actualmente no hay desplazados, únicamente se registraron afectaciones menores en todos los casos. Solo dos familias debieron abandonar sus hogares, pero ya retornaron, señaló el coordinador.",Admin,26/4/2020,44,"19,20%",,DOCUMENT
,efectos,inundación,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,Admin,26/4/2020,14,"4,50%",,DOCUMENT
,efectos,evacuados,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,Admin,26/4/2020,14,"4,50%",,DOCUMENT
,Actores,SINAE,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,"Según informaron a ECOS desde el Sistema Nacional de Emergencias (Sinae), el departamento con más afectados en Durazno con un total de 151 desplazados (113 evacuados y 38 autoevacuados). Luego le sigue Salto con 32, Canelones con 17, Florida con 14, Artigas con 10 y Río Negro con 8",Admin,26/4/2020,49,"15,90%",,DOCUMENT
,efectos,evacuados,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,"Según informaron a ECOS desde el Sistema Nacional de Emergencias (Sinae), el departamento con más afectados en Durazno con un total de 151 desplazados (113 evacuados y 38 autoevacuados). Luego le sigue Salto con 32, Canelones con 17, Florida con 14, Artigas con 10 y Río Negro con 8.",Admin,26/4/2020,49,"15,90%",,DOCUMENT
,efectos,inundación,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,"Según informaron a ECOS desde el Sistema Nacional de Emergencias (Sinae), el departamento con más afectados en Durazno con un total de 151 desplazados (113 evacuados y 38 autoevacuados). Luego le sigue Salto con 32, Canelones con 17, Florida con 14, Artigas con 10 y Río Negro con 8.",Admin,26/4/2020,49,"15,90%",,DOCUMENT
,efectos,inundación,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,"Por su parte, la Dirección Nacional de Policía de Tránsito informó que son varias las rutas nacionales que continúan cortadas. La ruta 30, en Artigas, a la altura del kilómetro 61; en Canelones, las rutas 6 (kilómetro 80) y la 11 (kilómetro 83); el by pass de las ruta 3 y 11 en San José; y la ruta 14 (kilómetro 81), en Flores.",Admin,26/4/2020,63,"20,50%",,DOCUMENT
,efectos,rutas cortadas,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,"Por su parte, la Dirección Nacional de Policía de Tránsito informó que son varias las rutas nacionales que continúan cortadas. La ruta 30, en Artigas, a la altura del kilómetro 61; en Canelones, las rutas 6 (kilómetro 80) y la 11 (kilómetro 83); el by pass de las ruta 3 y 11 en San José; y la ruta 14 (kilómetro 81), en Flores.",Admin,26/4/2020,63,"20,50%",,DOCUMENT
,efectos,inundación,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,Son más de 200 los desplazados por crecientes en todo el país - ECOS UY © 2019 | Ecos. Todos los derechos reservados.,Admin,26/4/2020,20,"6,50%",,DOCUMENT
,efectos,evacuados,, Son más de 200 los desplazados por crecientes en todo el país - ECOS UY,Son más de 200 los desplazados por crecientes en todo el país - ECOS UY © 2019 | Ecos. Todos los derechos reservados.,Admin,26/4/2020,20,"6,50%",,DOCUMENT
