,CATEGORIA,TEXTO
663,tormenta,"Se pr e vén lluvias y tormentas fuertes par a los departamentos de Cerr o Lar go, Dur azno, Florida, River a,"
664,lluvia,"Se pr e vén lluvias y tormentas fuertes par a los departamentos de Cerr o Lar go, Dur azno, Florida, River a,"
665,tormenta,"El servicio meteor ológico alertó a la población por tormentas fuertes y lluvias intensas hasta, por lo menos, las 9:45 hor as de este domingo."
666,lluvia,"El servicio meteor ológico alertó a la población por tormentas fuertes y lluvias intensas hasta, por lo menos, las 9:45 hor as de este domingo."
667,tormenta,"Algunas localidades, principalmente al sur del Río Negr o, aún continúan con advertencias por lluvias y tormentas."
668,lluvia,"Algunas localidades, principalmente al sur del Río Negr o, aún continúan con advertencias por lluvias y tormentas."
669,tormenta,"De esta forma, los departamentos que tienen localidades bajo riesgo de tormentas y pr ecipitaciones, algunas fuertes, son"
670,lluvia,? https://www .montevideo.com.uy/Noticias/La-semana-culminara-con-dias-frios-pero-sin-lluvias-uc688648 1 / 1 1
671,lluvia,? https://www .montevideo.com.uy/Noticias/Las-lluvias-continuaran-hasta-el-lunes-por-la-tarde-en-gran-parte-del-territorio-uc696959 1 / 1 1
672,viento,"Desde la noche de este domingo, el viento r otar á al sur e incr ementar á su intensidad, además de favor ecer un descenso de la temper atur a en todo el país."
673,tormenta,"El Inumet pr onosticó que las lluvias y las tormentas se  continuar án gener ando sobr e el sur y el litor al oeste -y se ir án desplazando hacia el norte y el este del país-, donde persistir án hasta la tar de del lunes."
674,tormenta,"Los mismos fenómenos (tormenta eléctrica y posible caída de gr anizo) se dar án en otr as localidades, per o en menor intensidad. Estos fuer on señalados bajo la Alerta amarilla:"
675,lluvia,"El Instituto Uruguayo de Meteor ología emitió un pr onóstico especial par a los pr ó ximos die z días. Según este tr abajo, entr e jue ves 20 y viernes 21 hay pr obabilidad alta de pr ecipitaciones par a todo el país, con los mayor es acumulados el viernes, con valor es entr e 20 y 30 mm. En tanto, no se esper an lluvias entr e el sábado 22 y el jue ves 27, y e xiste pr obabilidad baja de pr ecipitaciones escasas entr e el viernes 28 y el sábado 29."
676,lluvia,? https://www .montevideo.com.uy/Noticias/Lluvias-escasas-para-el-sur-y-altas-en-el-norte-entre-viernes-y-domingo-uc701751 1 / 1 1
677,lluvia,? https://www .montevideo.com.uy/Noticias/Localidades-de-16-departamentos-estan-bajo-alerta-naranja-por-lluvias-uc704761 1 / 6
678,tormenta,LA TORMENTA PERFECTA
679,tormenta,"El Instituto Uruguayo de Meteor ología (Inumet) amplió las zonas del país compr endidas bajo advertencia de nivel nar anja por tormentas y lluvias, incluyendo también a"
680,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-por-la-persistencia-de-lluvias-y-tormentas-fuertes-uc704778 1 / 12
681,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-por-la-persistencia-de-lluvias-y-tormentas-fuertes-uc704778 1 / 12
682,viento,"Se esper an lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
683,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-por-lluvias-de-variada-intensidad-entre-sabado-y-domingo-uc692384 1 / 12 N O S   V A N   A   S A L I R   B R A N Q U I A S
684,tormenta,"El Instituto Uruguayo de Meteor ología advirtió que, a partir de la tar de del sábado y hasta el domingo, se esper a el desplazamiento de un fr ente frío con actividad pr e-fr ontal desde el Sur oeste al Nor este del país, que gener ar á tormentas y lluvias de variada intensidad."
685,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-advierte-sobre-lluvias-significativas-al-sur-del-rio-Negro-para-miercoles-y-jueves-uc690009 1 / 12
686,viento,"Además, dur ante la madrugada del jue ves, se intensificar án los vientos en la fr anja coster a del sur del país, con car acterísticas de viento arr achado."
687,lluvia,"Las lluvias se dar án, principalmente, en el litor al oeste y centr o del país."
688,tormenta,El Instituto Nacional de Meteor ología emitió una advertencia amarilla por lluvias y tormentas puntualmente fuertes. La advertencia se actualizar á a las 8.30hs.
689,lluvia,El Instituto Nacional de Meteor ología emitió una advertencia amarilla por lluvias y tormentas puntualmente fuertes. La advertencia se actualizar á a las 8.30hs.
690,viento,"Se esper an tormentas algunas puntualmente fuertes con luvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
691,viento,EL VIENTO QUE TODO EMPUJA
692,tormenta,"Meteor ología emitió una advertencia amarilla par a 13 departamentos, del norte, centr o y este. Se esper an lluvias intensas y tormentas puntualmente fuertes."
693,lluvia,"Meteor ología emitió una advertencia amarilla par a 13 departamentos, del norte, centr o y este. Se esper an lluvias intensas y tormentas puntualmente fuertes."
694,viento,"El instituto nacional de Meteor ología emitió una advertencia amarilla par a el norte del país por tormentas fuertes y lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
695,tormenta,"Se esper an tormentas, lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes. La advertencia rige hasta las 12. El pr onóstico par a el fin de semana."
696,lluvia,"Se esper an tormentas, lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes. La advertencia rige hasta las 12. El pr onóstico par a el fin de semana."
697,viento,"Se esper an tormentas, lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes. La advertencia rige hasta las 12. El pr onóstico par a el fin de semana."
698,tormenta,"El Instituto Nacional de Meteor ología pr e vé que tormentas puntualmente fuertes con lluvias intensas, posible caída de gr anizo y actividad eléctrica con r achas de viento fuertes."
699,lluvia,"El Instituto Nacional de Meteor ología pr e vé que tormentas puntualmente fuertes con lluvias intensas, posible caída de gr anizo y actividad eléctrica con r achas de viento fuertes."
700,viento,"El Instituto Nacional de Meteor ología pr e vé que tormentas puntualmente fuertes con lluvias intensas, posible caída de gr anizo y actividad eléctrica con r achas de viento fuertes."
701,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-para-el-norte-del-pais-por-lluvias-y-tormentas-uc693586 1 / 1 1
702,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-para-el-norte-del-pais-por-lluvias-y-tormentas-uc693586 1 / 1 1
703,viento,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja par a 6 departamentos del norte del país, por lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
704,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-emitio-una-advertencia-naranja-por-tormentas-uc697802 1 / 1 1
705,lluvia,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja por tormentas, algunas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
706,viento,"El Instituto Nacional de Meteor ología emitió una advertencia nar anja por tormentas, algunas puntualmente fuertes con lluvias intensas en cortos períodos de tiempo, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
707,tormenta,Ta lindo  el ma pa pi n t o n  a qui en  maldo n a do ubo  mucha tormenta el ectrica
708,tormenta,"El Instituto Nacional de Meteor ología pr e vé tormentas, algunas puntualmente fuertes, par a Artigas, River a y Salto."
709,lluvia,"Se esper an tormentas con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
710,viento,"Se esper an tormentas con lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
711,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-preve-alternancia-de-lluvias-y-buen-tiempo-para-los-proximos-diez-dias-uc698022 1 / 1 1
712,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-preve-importantes-acumulados-de-lluvias-entre-jueves-y-viernes-uc704669 1 / 12
713,tormenta,"INUMET, a partir de la madrugada del jue ves se esper a el desarr ollo de tormentas puntualmente fuertes acompañadas de lluviosas en distintas zonas del país."
714,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-preve-lluvias-para-el-domingo-y-no-llovera-entre-el-lunes-20-y-el-viernes-24-uc692142 1 / 1 1
715,lluvia,"El viernes llo ver á en todo el país, principalmente en la mañana, con temper atur as de entr e  6 y 14 en todo el país.  El sábado el cielo estar á nuboso y algo nuboso con mínimas de entr e 4 y 6º en el sur del país y máximas que ir án desde los 13 y los 12º, mientr as que en el norte, también sin lluvias, las mínimas ser á de entr e 3 y 4º y las máximas van de 13º a 14º."
716,lluvia,? https://www .montevideo.com.uy/Noticias/Meteorologia-pronostica-lluvias-para-jueves-viernes-y-sabado-en-todo-el-pais-uc693573 1 / 1 1
717,tormenta,? https://www .montevideo.com.uy/Noticias/Meteorologia-pronostica-precipitaciones-y-tormentas-a-partir-de-este-martes-uc704444 1 / 1 1
718,lluvia,"El Instituto Uruguayo de Meteor ología emitió un pr onóstico e xtendido par a los pr ó ximos die z días. Según este tr abajo, se esper an lluvias en todo el país entr e el viernes 24 y las primer as hor as del sábado 25. Los acumulados mayor es se r egistr ar án al norte del río Negr o, con valor es de entr e 40 y 50 mm. En el sur, en tanto, se esper an valor es de pr ecipitaciones acumuladas entr e 15 y 20 mm."
719,tormenta,? https://www .montevideo.com.uy/Noticias/Metsul-anuncia-tormentas-muy-severas-y-con-alto-potencial-de-danos-para-Uruguay-uc696616 1 / 12 L A   T O R M E N T A   N O   E S   S O L O   B R A S I L E Ñ A
720,lluvia,Lluvias en Montevideo . Foto: Raúl Martínez/EFE
721,tormenta,? https://www .montevideo.com.uy/Noticias/Metsul-emitio-una-alerta-por-tormentas-fuertes-uc696717 1 / 14
722,viento,"Metsul pr e vé tormentas fuertes con r acha de viento con importante potencial de daño, que llegar án a nuestr o país en la tar de de este viernes y se mantendr án hasta el domingo. Inumet r ecomienda a la población estar informada sobr e los pr onósticos meteor ológicos."
723,lluvia,"En tanto el INUMET pr e vé un fin de semana de inestabilidad atmosférica con lluvias y tormentas, principalmente el sábado cuando se esper an gr anizos, vientos fuertes, lluvias abundantes y descar gas eléctricas."
724,viento,CANCIONES AL VIENTO
725,tormenta,Monte video y Canelones fuer on los departamentos más afectados por los vientos y tormentas que afectar on varias zonas del país entr e el sábado 29 y el domingo 30 de diciembr e.
726,lluvia,"El Instituto Uruguayo de Meteor ología emitió un pr onóstico especial par a los pr ó ximos die z días. Según este tr abajo, no se esper an pr ecipitaciones entr e el jue ves 8 y el viernes 9 de no viembr e, per o el sábado 10 e xiste una pr obabilidad media de lluvias escasas al sur y sur oeste del país, con acumulados de entr e 1 y 5 mm. Las lluvias se e xtender án a todo el país entr e el domingo 11 y el martes 13, día en que se esper an los mayor es acumulados."
727,lluvia,? https://www .montevideo.com.uy/Noticias/No-se-esperan-lluvias-para-el-fin-de-semana-largo-pero-si-bajas-en-las-temperaturas-minimas-uc70021 1 1 / 1 1 ¿ Y A   L L E G Ó   L A   P R I M A V E R A ?
728,lluvia,? https://www .montevideo.com.uy/Noticias/No-se-esperan-lluvias-para-el-fin-de-semana-largo-pero-si-bajas-en-las-temperaturas-minimas-uc70021 1 1 / 1 1 ¿ Y A   L L E G Ó   L A   P R I M A V E R A ?
729,viento,"El miér coles 7 la componente pr edominante del viento es del sur con intensidad entr e 20 a 35 km/h, y valor es superior es en la r egión coster a. Dur ante el jue ves 8 de no viembr e los vientos r otar án al nor este con intensidades entr e 10 a 20 km/h, afirmándose del norte el viernes 9 y hasta el sábado 10 de no viembr e."
730,lluvia,? https://www .montevideo.com.uy/Noticias/Parte-de-seis-departamentos-del-norte-bajo-advertencia-amarilla-por-lluvias-uc701596 1 / 1 1
731,tormenta,El Instituto Uruguayo de Meteor ología (Inumet) r edujo a advertencia de Nivel Amarillo por tormentas intensas. Las principales localidades afectadas son:
732,viento,ESTE FUERTE VIENTO QUE SOPLA https://www .montevideo.com.uy/Noticias/Persiste-advertencia-meteorologica-por-vientos-fuertes-y-persistentes-para-el-sur-del-rio-Negro-uc689 … 2 / 1 1
733,lluvia,? https://www .montevideo.com.uy/Noticias/Pronostican-lluvias-entre-la-noche-del-jueves-22-y-el-sabado-24-uc702518 1 / 1 1
734,viento,"Las mascotas deben permanecer en lugar es pr otegidos y se r ecomienda r etir ar de balcones o jar dines ""objetos que puedan ser impulsados por el viento y tr ansformarse en pr o yectiles""."
735,tormenta,Lluvias y tormentas con vientos fuertes y actividad eléctrica con fuerte caída de gr anizo afecta al sur del país.La advertencia está vigente hasta las 19hs. Recomendaciones del Sistema Nacional de Emer gencia 22.09.2018 17:00
736,lluvia,Lluvias y tormentas con vientos fuertes y actividad eléctrica con fuerte caída de gr anizo afecta al sur del país.La advertencia está vigente hasta las 19hs. Recomendaciones del Sistema Nacional de Emer gencia 22.09.2018 17:00
737,tormenta,? https://www .montevideo.com.uy/Noticias/Rige-alerta-roja-por-tormentas-fuertes-para-el-noreste-del-pais-uc696160 1 / 1 1
738,viento,"Los departamentos de Cerr o Lar go, Paysandú, River a, Salto y T acuar embó se ven afectados por esta alerta que pr e vé gr anizo y r achas de viento fuerte."
739,lluvia,"Paysandú, Salto y T acuar embó. El informe destaca que se podr án r egistr ar ""lluvias intensas en cortos períodos de tiempo, caída de gr anizo, intensa actividad eléctrica y r achas de viento fuerte"". La advertencia rige hasta las 9:20 hor as."
740,tormenta,T oda la zona coster a del Río de la Plata y el océano Atlántico está bajo advertencia por lluvias y tormentas.
741,lluvia,T oda la zona coster a del Río de la Plata y el océano Atlántico está bajo advertencia por lluvias y tormentas.
742,lluvia,? https://www .montevideo.com.uy/Noticias/Santa-Rosa-llega-este-ano-con-puntualidad-se-esperan-lluvias-y-descenso-de-temperaturas-uc693367 1 / 12
743,tormenta,"Según los pr onósticos meteor ológicos, este año no ser á la e x cepción. De acuer do al Inumet, este miér coles tendr emos temper atur a primaver al, con 23 gr ados de máxima par a el sur del país, situación que cambiar á al llegar la noche. Se esper an pr ecipitaciones y tormentas, que se mantendr án el jue ves, con vientos fuertes y máximas de 14 gr ados."
744,viento,"Accuweather también pr e vé un descenso de temper atur a a partir del miér coles de noche, pasando de una máxima de 22 gr ados a una de 14 el jue ves. The W eather Channel señala que entr e jue ves y sábado habr á chubascos, viento y lluvias, con una máxima de 11 gr ados par a el viernes, por ejemplo. Recién el viernes volveríamos a tener sol pleno."
745,tormenta,"El origen de esta popular tormenta se r emonta a 1617. Santa Rosa es Isabel Flor es de Oliva, que nació en Lima, Perú el 30 de abril de 1586 y murió la madrugada del 24 de agosto de 1617. Fue beatificada con el nombr e de Rosa. Santa Rosa de"
746,lluvia,? https://www .montevideo.com.uy/Noticias/Se-espera-un-fin-de-semana-nuboso-con-bajas-temperaturas-y-lluvias-uc703417 1 / 1 1
747,tormenta,"En el ár ea metr opolitana este viernes habr á una mínima de 17 y una máxima de 22º con cielo nuboso y cubierto con pr ecipitaciones aisladas. El sábado estar á peor, con una mínima de 17 y una máxima de 20º con pr ecipitaciones y pr obables tormentas dur ante toda la jornada. Par a el domingo pueden persistir las lluvias en la mañana, manteniéndose con cielo cubierto el r esto del día. La mínima ser á de 14 y la máxima de 17."
748,lluvia,? https://www .montevideo.com.uy/Noticias/Se-esperan-lluvias-para-la-noche-del-sabado-y-la-manana-del-domingo-con-descenso-de-temperatura … 1 / 1 1
749,viento,"Recibilas diariamente en tu email https://www .montevideo.com.uy/Noticias/Se-esperan-lluvias-para-la-noche-del-sabado-y-la-manana-del-domingo-con-descenso-de-temperatura … 2 / 1 1 esper an pr ecipitaciones aisladas, con r achas de viento que podrían alcanzar los 60 kilómetr os por hor a. La temper atur a bajar á a entr e 7 y 9° el domingo y no dejar á de llo ver hasta la tar de."
750,tormenta,"Par a el Sur oeste se esper a un viernes con una mínima de 6 y una máxima de 23°, con cielo algo nuboso y nuboso. El sábado aumentar á a 14 la mínima y la máxima se ubicar á en 26°, desmejor ando hacia la tar de, con pr ecipitaciones y tormentas, que cesar án en la tar de del domingo. Par a ese día, se esper a una mínima de 7 y  una máxima de 11° en esa zona del país."
751,lluvia,"? https://www .montevideo.com.uy/Noticias/Se-preven-lluvias-entre-jueves-y-domingo-y-no-se-esperan-nuevas-precipitaciones-hasta-el-14-de-julio … 1 / 1 1 ¡ PO R   F A V O R ,   J U L I O !"
752,lluvia,? https://www .montevideo.com.uy/Noticias/Se-vienen-lluvias-a-partir-de-este-jueves-y-un-fin-de-semana-con-temperaturas-bajas-uc702562 1 / 1 1
753,viento,"El viernes la máxima ser á de 20 gr ados y la mínima de 16, con cielo nuboso y cubierto, pr ecipitaciones escasas. Las r achas de viento alcanzar án los 50 km/h."
754,viento,"Parte del techo del Mer cado Modelo se voló por el viento de esta madrugada. ""Cayer on chapas, hay vigas colgando y se per dió mer cadería"", dijo a Monte video Portal Alfr edo Pér e z, pr esidente de la Comisión Administr ador a del Mer cado"
755,tormenta,"El incidente fue apr o ximadamente a las 5:00 de la mañana de este sábado, momento en que sobr e la capital se r egistr aba una intensa tormenta, con vientos fuertes."
756,tormenta,? https://www .montevideo.com.uy/Noticias/Sigue-advertencia-meteorologica-para-el-norte-del-pais-por-tormentas-y-lluvias-uc705028 1 / 12
757,lluvia,? https://www .montevideo.com.uy/Noticias/Sigue-advertencia-meteorologica-para-el-norte-del-pais-por-tormentas-y-lluvias-uc705028 1 / 12
758,viento,"El Instituto Uruguayo de Meteor ología mantiene su advertencia por tormentas fuertes y lluvias intensas par a parte del país. Se esper an lluvias intensas en cortos períodos, ocasional caída de gr anizo, intensa actividad eléctrica y r achas de viento fuertes."
759,viento,"En efecto, según detalló el Inumet, ya este miér coles se esper an r achas de viento de entr e 50 y 60 kilómetr os por hor a y"
760,tormenta,"En definitiva, hay una alerta nar anja por tormentas y lluvias fuertes y otr a de color amarillo."
761,lluvia,"En definitiva, hay una alerta nar anja por tormentas y lluvias fuertes y otr a de color amarillo."
762,tormenta,? https://www .montevideo.com.uy/Noticias/T ras-la-tormenta-de-esta-madrugada-casi-60-000-usuarios-de-UTE-quedaron-sin-luz-uc706126 1 / 15
763,viento,"Una fuerte tormenta eléctrica con lluvia y viento azotó al país esta madrugada y, al menos en Monte video, hubo daños como la caída de algunas r amas de árboles. T al es así que la Intendencia de Monte video advirtió de calles cortadas por"
764,lluvia,"En este sentido, Inumet alertó a todo el territorio nacional sobr e la posibilidad de la persistencia de lluvias y tormentas."
765,lluvia,? https://www .montevideo.com.uy/Noticias/T ras-las-lluvias-del-fin-de-semana-varias-familias-debieron-ser-evacuadas-en-Salto-uc692485 1 / 1 1
766,lluvia,"Los pasajer os fuer on tr asladados a la seccional 11 de Colonia. Según los testimonios el vehículo fue arr astr ado por la corriente, debido a las abundantes lluvias."
767,tormenta,? https://www .montevideo.com.uy/Noticias/Unos-2600-hogares-estan-sin-electricidad-debido-a-las-tormentas-uc689417 1 / 12
768,viento,VIENTO DILE A LA LLUVIA
769,tormenta,El intendente de Florida Carlos Enciso debió convocar este jue ves al Comité de Emer gencia Departamental debido a los destr o zos pr o vocados por el viento y la tormenta en varias localidades del departamento.
770,tornado,"El alcalde de la ciudad, Javier Utermark, aclar ó que los destr o zos no se asemejan a los r egistr ados por el tornado de 2016."
771,viento,"El alcalde indicó que el viento sí gener ó destr o zos en árboles y columnas de la ciudad. Algunas, a su ve z, cayer on sobr e cables del tendido eléctrico, interrumpiendo el servicio de UTE a varias familias."
772,lluvia,"""Cabe destacar que en zonas de tormentas se podrán registrar lluvias intensas en cortos períodos, ocasional caída de granizo, intensa actividad eléctrica y rachas de viento fuertes"", informó Inumet"
773,tormenta,"""Cabe destacar que en zonas de tormentas se podrán registrar lluvias intensas en cortos períodos, ocasional caída de granizo, intensa actividad eléctrica y rachas de viento fuertes"", informó Inumet."
774,viento,"""Cabe destacar que en zonas de tormentas se podrán registrar lluvias intensas en cortos períodos, ocasional caída de granizo, intensa actividad eléctrica y rachas de viento fuertes"", informó Inumet."
775,viento,"Tormentas aisladas y persistencia de lluvias, en forma intensa por periodos cortos de tiempo, con posible actividad eléctrica y rachas de viento fuertes, pronostica el Instituto Uruguayo de Meteorología para la mañana de este viernes con una alerta amarilla en siete departamentos del país"
776,tormenta,"Tormentas aisladas y persistencia de lluvias, en forma intensa por periodos cortos de tiempo, con posible actividad eléctrica y rachas de viento fuertes, pronostica el Instituto Uruguayo de Meteorología para la mañana de este viernes con una alerta amarilla en siete departamentos del país."
777,lluvia,"Tormentas aisladas y persistencia de lluvias, en forma intensa por periodos cortos de tiempo, con posible actividad eléctrica y rachas de viento fuertes, pronostica el Instituto Uruguayo de Meteorología para la mañana de este viernes con una alerta amarilla en siete departamentos del país."
778,lluvia,"""precipitaciones y tormentas"" y ""rachas fuertes"" de viento asociadas a las tormentas."
779,viento,"""precipitaciones y tormentas"" y ""rachas fuertes"" de viento asociadas a las tormentas."
780,lluvia,El Sistema Nacional de Emergencia (Sinae) presentó las cifras oficiales sobre las personas desplazadas en todo el país afectadas por las inundaciones producto de las abundantes lluvias registradas en los últimos días.
781,ola de calor,"Después de la ola de calor y las lluvias, se vienen los días frescos - ECOS UY un importante descenso de la temperatura."
782,lluvia,"Después de la ola de calor y las lluvias, se vienen los días frescos - ECOS UY un importante descenso de la temperatura."
783,lluvia,Evacuados en Durazno y Salto y la situación se agrava por más lluvias -...
784,ola de calor,? para sobrevivir ola de calor
785,ola de calor,"La ola de calor se mantendrá hasta el viernes y las altas temperaturas, que llegaron a los 34 grados en el norte y a los 31 en el sur, hicieron que los servicios públicos tuvieron sus picos de actividad."
786,viento,"La meteoróloga explicó que las imágenes satelitales mostraron que el ciclón extratropical comenzó a formarse en la pasada jornada en la zona oceánica frente al litoral oeste de la provincia de Buenos Aires en Argentina. En la mañana de este miércoles las rachas de viento comenzaron a tener contacto con el territorio uruguayo, pero un estancamiento del mismo hizo que su llegada se demorara."
787,ola de calor,Ola de calor con máximas entre 33 y 37 grados - ECOS UY con sensaciones térmicas superiores.
788,lluvia,Intendencia de Rocha
789,lluvia,"Este viernes, además se registraron situaciones de emergencia en dos localidades rurales, Saucedo y Palomas. Sin embargo, afortunadamente actualmente no hay desplazados, únicamente se registraron afectaciones menores en todos los casos. Solo dos familias debieron abandonar sus hogares, pero ya retornaron, señaló el coordinador."
